py,APPROACHES_FROM_100_125_YARDS,APPROACHES_FROM_100_125_YARDS_RGH,APPROACHES_FROM_125_150_YARDS,APPROACHES_FROM_125_150_YARDS_RGH,APPROACHES_FROM_150_175_YARDS,APPROACHES_FROM_150_175_YARDS_RGH,APPROACHES_FROM_175_200_YARDS,APPROACHES_FROM_175_200_YARDS_RGH,APPROACHES_FROM_200_225_YARDS,APPROACHES_FROM_200_225_YARDS_RGH,APPROACHES_FROM_225_250_YARDS,APPROACHES_FROM_225_250_YARDS_RGH,APPROACHES_FROM_250_275_YARDS,APPROACHES_FROM_250_275_YARDS_RGH,APPROACHES_FROM_INSIDE_100_YARDS,APPROACHES_FROM_INSIDE_100_YARDS_RGH,BIRDIE_AVE,BIRDIE_OR_BETTER_CONVESION_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE_FAIRWAY,BIRDIE_OR_BETTER_PERCENTAGE_ROUGH,BOUNCE_BACK,CLUB_HEAD_SPEED,DRIVING_ACCURACY_PERCENTAGE,DRIVING_DISTANCE,EAGLES_HOLES_PER,FAIRWAY_PROXIMITY,FEDEX_REGULAR_SEASON_POINTS,FINAL_ROUND_PERFORMANCE,GREENS_IN_REGULATION_PERCENTAGE,PAR_3_SCORING_AVERAGE,PAR_4_SCORING_AVERAGE,PAR_5_SCORING_AVERAGE,PUTTING_FROM_10_15ft,PUTTING_FROM_15_20ft,PUTTING_FROM_20_25ft,PUTTING_FROM_25ft_plus,PUTTING_INSIDE_10ft,PUTTS_PER_ROUND,ROUGH_PROXIMITY,SAND_SAVE_PERCENTAGE,PLAYER,SEASON_CURRENT,PERCENTAGE_OF_WINNING_PTS,SEASON_NEXT,NEXT_PERCENTAGE_OF_WINNING_PTS
2016_Robert Streb,252,315,286,472,311,544,397,531,478,845,636,985,627,817,192,272,3.27,26.85,18.78,20.82,14.29,18.95,116.17,57.48,294.7,168.0,361,590,25.0,66.2,3.03,4.08,4.69,27.88,17.27,9.91,5.57,86.18,29.9,523,45.93,Robert Streb,2016,0.21572212065813529,2017,0.20111537120948064
2016_Roberto Castro,216,341,250,448,322,461,410,648,505,789,654,921,788,816,172,298,3.68,28.37,20.96,21.93,12.64,22.03,111.17,69.37,284.2,194.0,374,810,50.0,69.13,3.08,3.99,4.6,26.97,14.38,7.41,5.35,87.26,29.25,511,50.67,Roberto Castro,2016,0.2961608775137112,2017,0.05716277448588358
2016_Rod Pampling,212,336,253,560,321,460,397,750,499,747,581,1096,702,1109,218,252,3.06,25.57,17.33,18.76,9.68,15.67,113.74,63.95,287.7,300.0,360,122,55.56,64.0,3.04,4.07,4.7,28.16,16.44,14.81,6.43,85.33,29.08,520,48.91,Rod Pampling,2016,0.04460694698354662,2017,0.219588706866504
2016_Rory McIlroy,241,248,268,352,298,544,394,624,405,679,478,1138,725,1011,181,237,4.42,35.32,25.27,26.59,26.74,22.84,119.84,61.06,306.8,139.5,354,973,78.57,69.62,3.09,4.0,4.46,29.53,25.77,7.35,7.26,85.97,29.18,498,47.52,Rory McIlroy,2016,0.35575868372943326,2017,0.27988846287905195
2016_Rory Sabbatini,267,480,315,413,326,494,433,688,561,793,795,998,1060,849,210,224,3.37,29.12,18.93,16.24,15.5,22.86,110.99,62.18,287.6,486.0,414,143,57.14,64.3,3.12,4.09,4.77,26.47,10.61,14.52,5.71,83.59,29.76,533,48.6,Rory Sabbatini,2016,0.05228519195612431,2017,0.1307075636110143
2016_Russell Henley,264,338,231,419,335,424,412,642,451,785,665,1124,928,730,212,322,3.53,27.76,20.1,22.9,12.55,23.76,114.0,63.15,295.6,195.4,365,642,53.85,68.27,3.03,4.01,4.69,28.79,16.2,13.33,6.93,88.29,29.3,489,56.8,Russell Henley,2016,0.23473491773308958,2017,0.3935169048448937
2016_Russell Knox,233,370,252,462,328,555,375,620,436,739,586,915,851,751,209,379,3.63,28.32,20.47,21.44,10.64,17.35,111.37,68.51,285.8,320.4,354,2001,65.0,69.73,3.02,4.02,4.69,30.26,18.71,9.43,3.78,87.53,29.52,547,50.0,Russell Knox,2016,0.7316270566727605,2017,0.2331822934820495
2016_Ryan Moore,220,331,264,480,290,495,384,642,444,899,551,952,857,1056,193,295,3.75,29.99,21.12,23.5,12.02,20.79,107.18,66.52,283.2,364.5,347,1235,61.11,65.78,2.99,4.01,4.71,29.47,20.34,14.89,7.35,88.87,28.58,558,50.83,Ryan Moore,2016,0.4515539305301645,2017,0.2338794004879749
2016_Ryan Palmer,241,335,265,468,314,498,362,508,517,745,637,658,837,1008,215,312,4.0,32.31,23.0,24.29,20.14,24.11,114.93,57.88,304.7,129.0,363,731,60.0,67.83,3.06,4.04,4.54,34.38,14.65,11.9,4.43,87.49,28.92,498,45.98,Ryan Palmer,2016,0.26727605118829983,2017,0.1171139769954688
2016_Sam Saunders,217,388,278,414,343,390,393,608,548,911,602,731,757,1075,219,405,3.42,28.69,19.4,21.87,16.15,21.89,112.1,59.78,291.8,234.0,374,324,50.0,64.36,3.06,4.08,4.71,32.5,20.0,9.88,6.13,86.49,29.18,536,47.93,Sam Saunders,2016,0.11846435100548446,2017,0.1233879400487975
2016_Scott Brown,270,433,297,398,344,524,432,628,549,773,521,991,795,1067,222,328,3.47,29.21,19.76,21.16,12.5,15.83,111.74,63.65,292.5,198.0,387,643,37.5,65.03,3.05,4.03,4.75,34.78,16.89,13.46,3.77,87.22,29.22,552,50.0,Scott Brown,2016,0.23510054844606948,2017,0.2251655629139073
2016_Scott Piercy,212,342,286,416,323,549,409,563,473,984,720,1177,782,893,207,266,3.52,28.71,20.44,22.25,14.01,17.14,113.64,59.41,297.9,116.3,380,1077,63.16,67.33,3.08,4.05,4.61,25.58,19.09,8.13,4.95,87.21,29.48,544,52.63,Scott Piercy,2016,0.39378427787934184,2017,0.18543046357615894
2016_Scott Stallings,225,304,285,449,319,489,382,655,492,624,653,1020,832,960,185,272,3.44,28.28,19.52,20.18,17.31,21.94,112.45,56.95,295.5,252.0,372,443,72.73,66.11,3.07,4.04,4.69,29.17,14.29,7.95,2.15,86.57,29.11,507,38.52,Scott Stallings,2016,0.1619744058500914,2017,0.1526664342976647
2016_Sean O'Hair,234,347,273,431,381,510,398,627,508,776,672,863,769,1118,240,353,3.87,31.63,21.79,22.83,17.39,20.78,114.21,58.84,302.2,320.4,388,536,44.44,67.17,3.07,4.01,4.64,31.63,20.0,14.17,4.45,87.97,29.02,530,62.42,Sean O'Hair,2016,0.19597806215722122,2017,0.24642732659463226
2016_Sergio Garcia,264,409,258,396,343,447,415,609,505,604,673,941,1168,869,158,219,3.82,29.8,21.9,22.85,14.95,24.09,122.83,61.76,299.9,153.0,416,1306,54.55,70.15,3.01,4.03,4.61,25.0,19.05,10.0,4.29,86.9,29.75,551,57.83,Sergio Garcia,2016,0.47751371115173674,2017,0.37818055071453466
2016_Seung-Yul Noh,255,348,290,361,344,578,428,680,504,923,566,851,613,1128,182,234,3.57,30.0,20.16,20.62,20.19,17.28,115.02,49.12,295.3,291.6,372,454,53.33,64.54,3.07,4.06,4.65,30.06,23.78,11.93,3.95,88.0,28.9,550,52.94,Seung-Yul Noh,2016,0.1659963436928702,2017,0.15545486232136632
2016_Shane Lowry,262,346,279,414,372,635,428,501,530,682,662,738,859,1669,220,294,3.31,27.88,18.93,22.06,12.69,18.33,113.51,61.85,298.7,194.4,393,615,72.73,64.51,3.08,4.07,4.78,38.24,16.67,14.55,7.02,87.18,29.56,500,47.19,Shane Lowry,2016,0.22486288848263253,2017,0.12582781456953643
2016_Shawn Stefani,264,414,299,431,304,461,370,615,476,715,776,1019,904,931,240,309,3.13,25.43,17.88,19.09,12.18,16.81,114.38,58.4,292.1,195.8,375,459,37.5,66.48,3.09,4.05,4.7,28.02,13.19,6.52,4.18,87.53,29.59,523,51.49,Shawn Stefani,2016,0.16782449725776966,2017,0.0655280585569885
2016_Si Woo Kim,242,396,281,445,357,510,403,677,500,892,627,996,837,790,195,280,3.67,30.44,21.0,23.05,13.04,19.13,114.75,62.84,293.5,163.5,386,1382,65.22,64.83,3.06,4.02,4.59,31.28,18.27,9.49,5.35,87.05,28.6,559,50.79,Si Woo Kim,2016,0.5053016453382084,2017,0.2924363889857093
2016_Smylie Kaufman,225,341,267,424,314,517,406,591,443,849,634,1006,824,983,204,297,3.8,31.17,21.65,24.13,17.21,17.9,119.84,52.91,299.0,176.0,376,1181,47.06,66.29,3.06,4.06,4.61,35.35,18.6,12.28,6.17,86.71,29.18,511,52.87,Smylie Kaufman,2016,0.4318098720292505,2017,0.11014290693621472
2016_Spencer Levin,240,400,280,398,321,467,417,622,484,737,647,829,797,1024,202,309,3.48,28.46,19.78,21.77,10.8,19.77,108.68,67.79,281.3,225.0,375,644,65.0,66.33,3.03,4.03,4.67,22.71,25.52,11.45,4.75,88.46,29.0,530,46.36,Spencer Levin,2016,0.23546617915904935,2017,0.07005925409550366
2016_Steve Wheatcroft,270,323,282,435,361,556,428,634,533,729,531,824,878,1112,223,282,3.3,29.37,18.86,20.72,15.07,18.38,111.95,60.32,286.2,182.3,388,400,31.25,61.93,3.09,4.07,4.68,27.81,24.07,7.37,5.49,87.24,28.67,564,43.38,Steve Wheatcroft,2016,0.14625228519195613,2017,0.04810038340885326
2016_Steven Bowditch,234,419,292,522,348,564,442,639,589,842,783,640,956,1083,234,412,3.01,29.11,17.06,20.85,11.93,13.42,117.12,43.02,288.9,319.5,409,192,62.5,54.46,3.15,4.25,4.89,34.38,15.96,13.16,6.01,86.2,28.61,567,57.43,Steven Bowditch,2016,0.07020109689213894,2017,0.003136981526664343
2016_Stewart Cink,208,393,301,387,351,453,425,643,510,856,611,977,844,663,150,297,3.54,27.46,20.22,21.06,13.0,18.29,117.28,58.4,296.9,183.0,374,331,63.64,70.4,3.03,4.05,4.61,27.69,15.32,12.16,2.41,87.32,30.18,519,43.82,Stewart Cink,2016,0.1210237659963437,2017,0.20320669222725687
2016_Sung Kang,267,459,289,465,336,524,422,639,496,793,652,875,839,1046,219,278,3.39,29.19,19.54,21.35,13.61,20.58,113.4,59.36,292.4,142.4,394,473,40.0,65.26,3.1,4.03,4.68,30.25,16.03,13.0,3.99,87.97,29.06,575,51.41,Sung Kang,2016,0.1729433272394881,2017,0.2781456953642384
2016_Tim Wilkinson,198,282,222,431,288,591,392,650,587,670,561,1011,1043,744,169,220,3.6,29.96,20.26,23.79,11.64,26.14,106.69,62.36,279.3,408.0,342,426,50.0,64.71,3.0,4.01,4.74,35.65,20.62,11.69,7.32,86.73,28.54,546,56.1,Tim Wilkinson,2016,0.15575868372943327,2017,0.08121296619031021
2016_Tom Hoge,203,372,276,438,312,472,354,675,449,806,596,897,818,1180,193,291,3.31,28.26,19.05,21.77,16.25,16.6,115.18,55.81,289.5,154.0,340,349,35.71,62.48,3.08,4.07,4.73,27.87,20.74,13.41,6.36,85.9,28.83,507,50.0,Tom Hoge,2016,0.1276051188299817,2017,0.0651795050540258
2016_Tony Finau,276,381,277,407,350,496,423,652,522,669,638,921,665,993,227,275,3.61,30.87,20.58,21.2,15.95,19.55,123.67,52.48,312.2,190.0,388,864,47.37,65.09,3.14,4.03,4.59,27.96,17.53,13.51,4.99,86.77,29.2,514,46.43,Tony Finau,2016,0.3159049360146252,2017,0.3569187870338097
2016_Troy Merritt,244,380,242,531,311,498,398,680,514,816,618,1138,699,905,168,312,3.52,30.28,19.99,24.81,9.41,17.62,110.41,60.89,287.2,231.0,368,482,58.33,63.13,3.03,4.07,4.69,25.79,15.52,11.24,3.5,88.85,28.61,589,53.44,Troy Merritt,2016,0.17623400365630712,2017,0.09236667828511677
2016_Tyrone Van Aswegen,234,347,246,421,290,515,408,559,476,803,626,901,755,904,194,334,3.27,27.92,18.57,20.84,12.15,20.0,112.52,52.91,288.0,262.3,351,550,40.0,64.81,3.04,4.05,4.75,29.46,14.09,9.42,3.35,87.77,29.15,541,58.96,Tyrone Van Aswegen,2016,0.20109689213893966,2017,0.14186127570582086
2016_Vaughn Taylor,213,312,242,411,335,599,374,511,471,912,591,551,751,1116,180,271,3.58,30.06,20.29,20.5,17.95,24.32,107.07,61.59,287.0,259.2,340,726,50.0,64.43,3.07,4.05,4.73,33.75,10.0,2.38,5.02,85.81,28.99,502,50.42,Vaughn Taylor,2016,0.2654478976234004,2017,0.12861624259323806
2016_Webb Simpson,230,236,228,431,299,497,405,447,469,655,552,593,719,708,224,292,3.63,29.33,20.79,23.46,14.9,20.31,111.69,62.17,286.3,157.5,361,666,40.0,67.14,3.1,4.0,4.69,31.88,16.22,16.25,3.66,84.96,29.36,456,53.44,Webb Simpson,2016,0.24351005484460694,2017,0.3687696061345416
2016_Whee Kim,299,417,299,414,334,497,379,661,527,893,684,1012,856,866,198,329,3.24,26.38,18.38,19.14,13.06,26.34,111.35,63.48,287.6,280.8,401,444,41.67,65.74,3.04,4.08,4.73,29.29,16.8,5.62,3.85,87.9,29.56,564,41.98,Whee Kim,2016,0.1623400365630713,2017,0.1760195189961659
2016_William McGirt,261,458,283,347,343,556,392,685,468,692,584,1063,814,840,225,268,3.57,28.5,20.24,22.34,13.77,18.95,111.72,65.28,287.6,252.0,382,1360,65.0,67.35,3.05,4.0,4.68,33.91,20.67,7.69,6.62,89.13,29.08,550,47.85,William McGirt,2016,0.49725776965265084,2017,0.17392819797838968
2016_Zac Blair,256,500,305,438,376,491,412,646,516,654,571,728,854,1000,206,323,3.21,27.14,18.01,20.09,9.44,19.47,107.01,69.86,275.3,570.0,405,553,33.33,62.34,3.06,4.06,4.76,31.02,19.58,15.24,5.65,87.54,28.69,518,48.37,Zac Blair,2016,0.20219378427787935,2017,0.12687347507842453
2016_Zach Johnson,246,339,260,522,321,486,399,626,489,817,571,1033,819,1237,152,337,3.65,29.86,20.54,23.9,13.91,19.56,106.13,65.23,280.1,387.0,361,833,68.42,64.53,3.04,4.03,4.65,30.32,23.45,16.0,7.24,88.67,28.49,555,53.68,Zach Johnson,2016,0.3045703839122486,2017,0.2924363889857093
2017_Aaron Baddeley,202,335,328,419,337,495,381,590,589,822,779,1035,737,536,206,227,3.49,29.8,19.69,19.43,21.32,25.64,115.8,52.25,292.6,342.0,416,325,60.0,62.57,3.06,4.06,4.7,33.94,21.0,11.11,4.37,86.03,28.49,497,58.42,Aaron Baddeley,2017,0.11327988846287905,2018,0.1258741258741259
2017_Adam Hadwin,213,375,271,479,340,482,381,664,503,830,623,893,828,821,191,283,3.63,30.83,20.52,21.31,13.28,18.07,114.97,63.2,291.3,294.0,374,1347,57.14,65.08,3.04,4.03,4.66,36.24,22.88,10.74,5.3,88.26,28.56,551,61.11,Adam Hadwin,2017,0.46950156849076335,2018,0.23481781376518218
2017_Adam Scott,214,285,286,501,347,607,398,609,507,773,610,767,846,890,207,276,3.78,30.62,21.36,22.24,15.09,23.72,118.55,56.65,307.0,261.0,382,642,69.23,67.05,2.97,4.05,4.67,34.51,15.85,17.46,5.14,85.03,29.36,553,53.85,Adam Scott,2017,0.22377134890205647,2018,0.229297018770703
2017_Alex Cejka,246,366,273,375,359,446,397,737,392,738,604,673,1097,1168,217,356,3.05,24.92,17.24,18.6,12.14,17.16,107.59,67.19,282.1,346.5,371,276,57.14,66.45,3.04,4.06,4.73,29.17,20.18,4.82,6.5,86.71,29.51,548,46.55,Alex Cejka,2017,0.09620076681770652,2018,0.1847626058152374
2017_Anirban Lahiri,221,352,289,480,315,531,399,626,521,773,608,821,621,1084,278,227,3.96,34.23,22.61,22.49,16.83,22.97,113.25,59.82,297.0,162.0,373,667,50.0,63.43,3.06,4.06,4.61,29.7,13.08,14.29,4.39,85.79,28.6,525,52.31,Anirban Lahiri,2017,0.2324851864761241,2018,0.20426941479573058
2017_Ben Martin,245,346,281,483,307,493,386,549,497,773,610,971,779,1193,232,294,3.66,29.31,20.53,22.15,12.21,23.5,113.16,63.67,291.7,474.0,362,378,53.33,66.6,3.03,4.05,4.69,29.91,19.57,8.93,5.33,87.34,29.25,528,52.9,Ben Martin,2017,0.1317532241199024,2018,0.0979020979020979
2017_Bill Haas,223,328,289,416,349,493,414,597,487,598,642,1098,759,945,203,306,3.47,26.93,19.48,20.15,14.34,17.16,114.33,59.27,293.0,510.0,388,946,50.0,67.91,3.04,4.01,4.64,27.53,17.93,10.68,4.08,88.08,29.15,505,53.57,Bill Haas,2017,0.3297316138027187,2018,0.09642988590357011
2017_Billy Horschel,232,405,292,478,345,502,410,592,490,813,635,800,982,1026,230,286,3.38,26.6,18.99,22.01,10.77,20.72,116.12,60.07,300.1,516.0,389,1068,50.0,67.89,3.07,4.05,4.79,30.81,20.25,14.37,5.21,87.6,29.92,514,44.88,Billy Horschel,2017,0.3722551411641687,2018,0.3533308796466691
2017_Billy Hurley III,250,358,268,440,330,512,404,645,499,867,643,663,806,986,200,261,3.58,29.62,20.14,22.12,14.34,20.08,108.71,60.57,276.9,360.0,370,333,57.14,63.61,3.08,4.06,4.7,27.17,24.34,15.58,6.29,88.06,28.76,528,43.48,Billy Hurley III,2017,0.11606831648658068,2018,0.02686786897313213
2017_Blayne Barber,236,427,278,421,324,564,403,667,483,824,609,1013,807,716,196,293,3.77,30.44,21.28,24.0,12.66,21.46,111.27,61.62,291.2,319.5,352,381,53.85,67.61,3.03,4.06,4.73,29.55,22.56,15.31,7.46,88.34,29.08,543,50.43,Blayne Barber,2017,0.13279888462879053,2018,0.07434670592565329
2017_Branden Grace,268,498,285,364,297,520,403,657,464,636,679,1035,852,860,211,328,3.21,25.93,18.25,18.79,16.67,14.55,115.63,58.47,292.0,226.8,376,510,46.67,66.4,3.07,4.06,4.64,28.95,15.31,12.31,3.88,86.1,29.49,548,50.51,Branden Grace,2017,0.17776228651097944,2018,0.21715126978284874
2017_Brandt Snedeker,212,287,241,446,329,486,439,665,526,866,673,1045,949,1189,215,239,4.06,31.79,22.78,23.61,14.81,22.95,112.3,63.58,281.6,450.0,390,663,63.64,67.11,2.95,4.0,4.66,28.47,19.77,20.0,7.23,88.77,28.62,506,56.25,Brandt Snedeker,2017,0.23109097246427326,2018,0.3963930806036069
2017_Brendan Steele,224,391,292,424,324,555,354,607,506,765,641,567,699,916,207,364,3.81,30.87,21.76,23.85,15.55,21.89,117.37,62.88,300.4,168.0,368,1226,63.16,67.26,3.06,4.02,4.64,35.29,17.04,14.4,4.78,86.03,29.3,529,43.33,Brendan Steele,2017,0.42732659463227607,2018,0.3673168936326831
2017_Brett Stegmaier,263,429,291,544,338,549,390,604,407,846,617,856,728,1052,245,282,3.28,27.11,18.79,18.62,13.99,16.6,110.74,64.66,288.7,171.0,364,131,40.0,66.74,3.03,4.11,4.78,32.56,15.13,12.36,3.85,85.53,29.97,574,44.57,Brett Stegmaier,2017,0.04566050888811433,2018,0.0548398969451601
2017_Brian Gay,250,385,265,438,339,512,418,768,542,645,652,1149,832,877,178,284,3.37,28.48,19.09,20.9,11.74,21.61,106.62,65.47,278.7,280.8,373,426,40.0,63.53,3.03,4.04,4.66,32.67,20.16,15.56,5.88,89.27,28.32,544,54.17,Brian Gay,2017,0.14848379226211222,2018,0.32388663967611336
2017_Brian Harman,249,423,272,504,340,504,388,750,514,752,663,992,801,1209,207,334,3.67,31.09,20.89,23.16,9.75,20.63,109.35,62.8,289.9,200.0,383,1557,68.18,63.78,3.02,4.01,4.67,36.0,18.33,12.8,5.16,90.04,28.33,586,58.7,Brian Harman,2017,0.5426978041129313,2018,0.38866396761133604
2017_Brian Stuard,228,380,283,387,329,460,403,622,460,888,646,1022,908,592,174,330,3.34,28.46,18.71,19.7,11.56,15.65,105.75,71.32,272.6,783.0,368,285,38.46,63.35,3.05,4.08,4.73,34.21,16.41,10.19,7.91,85.87,29.0,536,46.43,Brian Stuard,2017,0.09933774834437085,2018,0.15495031284504968
2017_Brooks Koepka,245,420,287,496,311,533,354,732,498,733,596,970,595,1037,197,353,4.2,36.4,24.1,26.69,16.73,28.1,124.28,55.8,311.1,130.9,360,1736,57.89,63.47,3.04,4.05,4.52,32.51,22.76,21.13,8.53,87.65,28.44,579,48.2,Brooks Koepka,2017,0.6050888811432555,2018,0.7405226352594774
2017_Bryson DeChambeau,260,391,288,455,336,537,365,653,472,763,674,790,877,981,192,346,3.61,29.13,20.35,22.67,13.96,17.87,117.74,58.34,299.4,320.4,376,836,57.14,65.48,3.06,4.05,4.66,34.41,20.9,8.4,5.16,85.4,29.16,540,46.0,Bryson DeChambeau,2017,0.2913907284768212,2018,0.5951417004048583
2017_Bubba Watson,242,370,272,523,328,566,387,527,525,549,663,855,806,601,214,332,3.49,30.58,20.02,21.71,16.49,21.84,121.46,59.5,305.8,162.0,382,397,69.23,62.87,3.15,4.07,4.62,28.05,20.56,11.27,5.56,85.99,29.29,493,46.32,Bubba Watson,2017,0.1383757406761938,2018,0.6915715863084284
2017_Bud Cauley,219,298,268,431,309,510,413,500,503,803,582,803,694,865,186,329,3.59,29.23,20.45,21.69,11.11,17.95,112.76,60.1,295.9,198.0,376,666,55.56,67.36,3.07,4.01,4.64,29.88,18.12,8.33,2.87,86.29,29.3,489,46.76,Bud Cauley,2017,0.23213663297316137,2018,0.14906146485093855
2017_Byeong Hun An,187,419,256,454,370,526,391,707,537,1045,595,1035,799,729,239,300,3.44,28.83,19.6,20.92,13.59,21.74,115.41,57.17,300.3,216.0,396,468,50.0,64.04,3.05,4.06,4.8,28.83,18.09,13.75,3.57,85.81,29.14,548,48.87,Byeong Hun An,2017,0.16312303938654585,2018,0.3360323886639676
2017_C.T. Pan,249,386,283,507,338,506,416,686,523,833,574,945,751,757,242,269,3.16,25.96,17.83,18.93,12.92,16.52,109.85,64.2,287.2,387.0,393,527,50.0,67.25,3.04,4.07,4.68,32.2,19.73,13.6,2.76,88.01,29.7,566,54.17,C.T. Pan,2017,0.1836876960613454,2018,0.2550607287449393
2017_Cameron Percy,248,306,273,520,310,546,389,699,494,876,661,836,882,1097,245,266,3.42,27.14,19.49,21.25,10.85,19.76,110.84,60.18,292.5,195.0,372,291,66.67,69.91,3.06,4.03,4.66,29.08,21.85,13.16,1.9,86.23,29.78,556,52.94,Cameron Percy,2017,0.10142906936214709,2018,0.07029812292970188
2017_Cameron Smith,231,360,269,403,337,508,376,632,546,731,572,821,669,1093,199,330,3.82,32.94,22.02,25.74,14.44,21.58,114.27,56.26,292.6,123.0,369,847,37.5,63.14,3.05,4.05,4.63,25.12,21.48,9.78,4.66,89.54,28.52,538,49.18,Cameron Smith,2017,0.29522481700941094,2018,0.3021715126978285
2017_Cameron Tringale,228,304,269,453,358,563,432,643,470,687,680,932,926,1390,227,319,3.47,29.27,19.68,21.41,14.57,15.77,110.85,58.15,280.9,249.0,389,337,26.67,64.39,2.98,4.09,4.68,33.33,23.53,7.41,4.3,87.65,28.9,584,52.94,Cameron Tringale,2017,0.11746253049843151,2018,0.032388663967611336
2017_Chad Campbell,210,429,242,445,318,520,384,544,475,673,645,1116,797,1063,226,337,3.36,26.06,19.07,20.26,12.94,21.82,111.71,67.21,285.6,249.4,356,616,42.11,69.07,3.01,4.01,4.64,25.82,15.34,15.0,5.28,86.96,29.51,536,52.99,Chad Campbell,2017,0.21470895782502614,2018,0.13286713286713286
2017_Charl Schwartzel,213,308,281,427,336,490,411,559,524,808,547,741,898,649,208,380,3.62,31.78,20.56,21.33,18.0,23.6,119.35,54.31,299.1,216.0,400,727,61.54,61.76,3.09,4.06,4.58,36.3,20.93,5.26,4.15,87.77,28.47,513,57.61,Charl Schwartzel,2017,0.25339839665388636,2018,0.19433198380566802
2017_Charles Howell III,234,483,289,409,320,520,406,617,530,916,666,891,832,879,204,331,3.51,28.57,19.92,21.62,14.71,19.69,116.05,54.72,296.9,246.0,382,1102,47.37,67.01,3.03,4.01,4.64,29.71,15.5,8.04,5.7,88.9,29.11,543,51.35,Charles Howell III,2017,0.3841059602649007,2018,0.3257269046742731
2017_Charley Hoffman,253,423,267,443,300,481,403,694,478,772,574,860,809,907,213,320,3.92,31.99,22.43,24.81,15.52,21.22,117.23,58.56,298.7,149.5,379,1498,58.33,66.62,3.12,4.01,4.58,31.6,18.28,9.09,4.29,87.15,29.0,528,53.09,Charley Hoffman,2017,0.5221331474381318,2018,0.1895472948104527
2017_Chez Reavie,231,419,245,400,313,453,393,695,470,817,619,749,730,1107,240,324,3.67,29.03,20.94,21.75,14.35,20.63,108.88,71.4,285.2,190.0,359,666,55.0,67.31,2.98,3.99,4.7,28.27,26.32,14.05,5.22,88.8,28.71,524,52.29,Chez Reavie,2017,0.23213663297316137,2018,0.37541405962458596
2017_Chris Kirk,219,329,260,407,299,486,379,636,525,864,715,731,760,1203,222,332,3.69,30.02,20.68,21.76,12.4,20.0,110.27,63.93,287.0,498.0,363,467,50.0,66.73,3.06,4.03,4.75,32.66,21.23,8.42,5.67,86.57,29.18,527,51.26,Chris Kirk,2017,0.16277448588358312,2018,0.2782480677217519
2017_Chris Stroud,259,392,265,455,302,500,421,668,514,578,710,724,896,787,184,328,3.73,30.39,20.9,21.54,12.72,20.12,111.75,65.7,286.8,531.0,382,627,45.45,66.2,3.05,4.05,4.63,25.95,19.15,5.19,5.82,87.44,29.03,534,45.54,Chris Stroud,2017,0.2185430463576159,2018,0.09385351490614649
2017_Cody Gribble,279,499,278,376,363,561,425,626,520,881,612,913,856,938,277,337,3.64,30.99,20.63,21.85,15.61,21.77,116.39,54.77,297.2,231.0,403,514,45.45,62.7,3.07,4.08,4.71,36.81,21.77,15.38,8.23,87.35,28.53,532,49.61,Cody Gribble,2017,0.17915650052283025,2018,0.05189547294810453
2017_D.A. Points,234,281,271,479,316,443,383,575,488,779,650,823,837,997,193,246,3.35,27.34,19.2,19.77,11.96,17.26,108.26,65.83,278.1,174.9,378,435,66.67,66.83,3.12,4.06,4.7,28.07,16.67,16.67,6.83,85.6,29.56,522,47.47,D.A. Points,2017,0.15162077378877659,2018,0.05962458594037542
2017_Daniel Berger,216,445,260,472,304,498,377,739,462,765,528,782,833,768,162,376,3.85,31.39,21.96,24.42,13.68,27.27,118.78,60.03,296.9,172.0,352,1623,47.37,66.67,3.05,4.0,4.61,30.33,20.0,16.25,5.83,87.36,28.81,569,43.18,Daniel Berger,2017,0.5657023353084698,2018,0.20794994479205006
2017_Daniel Summerhays,257,420,300,388,354,476,418,659,473,838,577,889,727,937,262,332,3.34,28.72,19.09,21.06,13.31,19.65,111.1,63.67,287.1,188.0,395,348,25.0,63.42,3.06,4.07,4.71,27.78,18.64,10.08,5.31,88.22,29.13,538,49.14,Daniel Summerhays,2017,0.12129661903102126,2018,0.032756716967243284
2017_Danny Lee,255,308,267,411,304,457,393,589,468,821,567,1007,815,1132,204,325,3.79,30.97,21.22,22.02,16.54,20.99,112.81,62.72,291.1,534.0,375,697,70.59,66.1,3.03,4.04,4.72,33.63,20.78,11.01,5.84,87.92,28.81,510,53.68,Danny Lee,2017,0.24294179156500523,2018,0.17703349282296652
2017_David Hearn,222,343,262,489,332,577,408,601,449,1068,681,909,744,977,216,303,3.28,26.77,18.43,18.96,11.0,21.72,109.85,66.75,281.0,510.0,362,359,35.29,64.71,3.05,4.06,4.67,27.5,14.18,9.8,6.0,88.03,29.07,587,55.35,David Hearn,2017,0.12513070756361103,2018,0.1159366948840633
2017_David Lingmerth,220,280,299,399,328,486,413,585,520,694,629,948,852,1132,216,313,3.67,31.18,20.81,22.2,17.7,16.82,111.77,63.67,290.6,225.0,391,437,43.75,63.11,3.06,4.06,4.66,32.24,20.14,17.89,5.57,89.04,28.2,471,56.06,David Lingmerth,2017,0.152317880794702,2018,0.10084652189915348
